   19,    8, 2010,   19,   24,    2, -35,909 -73,551  39,000   4,000   1,000    ,000   7,000
   19,    8, 2010,   19,    4,   15, -32,657 -71,635  12,000   4,000   1,000    ,000   7,000
   19,    8, 2010,   14,    8,    3, -32,579 -71,749  10,800   3,600   1,000    ,000   7,000
   19,    8, 2010,   13,   58,   32, -34,495 -71,962  19,500   3,800   1,000    ,000   7,000
   19,    8, 2010,   11,   44,   42, -33,436 -72,310  28,300   4,100   1,000    ,000   7,000
   19,    8, 2010,    8,   21,   12, -35,102 -71,151 100,000   3,300   1,000    ,000   7,000
   19,    8, 2010,    7,   19,   15, -34,716 -71,677  38,100   3,400   1,000    ,000   7,000
   19,    8, 2010,    6,   42,   32, -34,353 -72,070  25,900   3,500   1,000    ,000   7,000
   19,    8, 2010,    4,   33,   41, -34,715 -72,513   8,600   3,000   1,000    ,000   7,000
   19,    8, 2010,    0,   27,   14, -21,096 -69,016 116,000   4,500   1,000    ,000   7,000
