   21,    8, 2010,   23,   49,   58, -36,533 -73,720  19,100   5,400   1,000    ,000   7,000
   21,    8, 2010,   23,   11,   57, -39,075 -73,258  28,200   4,000   1,000    ,000   7,000
   21,    8, 2010,   21,   25,   41, -34,757 -71,717  46,600   4,700   1,000    ,000   7,000
   21,    8, 2010,   20,   42,   55, -22,270 -67,948 195,100   3,600   1,000    ,000   7,000
   21,    8, 2010,   18,   20,   43, -20,903 -69,310  86,800   3,000   1,000    ,000   7,000
   21,    8, 2010,   16,   17,   28, -17,472 -71,655  10,200   4,400   1,000    ,000   7,000
   21,    8, 2010,   14,   21,   50, -24,114 -67,546 230,000   4,300   1,000    ,000   7,000
   21,    8, 2010,   13,   36,   34, -34,774 -71,814  42,500   3,200   1,000    ,000   7,000
   21,    8, 2010,   10,    6,   46, -33,925 -72,116  12,700   3,700   1,000    ,000   7,000
   21,    8, 2010,    9,   18,    1, -34,915 -72,296  25,600   3,500   1,000    ,000   7,000
   21,    8, 2010,    6,   40,   17, -34,346 -72,337  20,700   3,100   1,000    ,000   7,000
   21,    8, 2010,    5,    9,   18, -34,596 -71,868  10,000   3,000   1,000    ,000   7,000
   21,    8, 2010,    2,   27,   47, -21,435 -69,015 101,700   3,000   1,000    ,000   7,000
   21,    8, 2010,    1,   32,   15, -35,201 -72,056  42,800   4,300   1,000    ,000   7,000
