   15,    8, 2010,   19,   22,   58, -21,811 -68,616 144,900   3,600   1,000    ,000   7,000
   15,    8, 2010,   17,   54,   19, -34,016 -72,301  14,300   3,100   1,000    ,000   7,000
   15,    8, 2010,   17,   17,   43, -36,305 -72,572  38,600   3,800   1,000    ,000   7,000
   15,    8, 2010,   15,   10,   12, -34,729 -71,762  40,600   2,900   1,000    ,000   7,000
   15,    8, 2010,   14,   45,   19, -34,258 -72,210  21,600   3,100   1,000    ,000   7,000
   15,    8, 2010,   14,    0,   54, -35,225 -73,795    ,000   3,400   1,000    ,000   7,000
   15,    8, 2010,   13,   26,   38, -34,719 -72,024   7,500   3,200   1,000    ,000   7,000
   15,    8, 2010,   12,   24,    7, -34,749 -72,076   6,400   3,800   1,000    ,000   7,000
   15,    8, 2010,   11,   29,   15, -37,988 -73,091  35,100   3,800   1,000    ,000   7,000
   15,    8, 2010,   10,   19,   17, -34,706 -71,494  54,300   3,100   1,000    ,000   7,000
   15,    8, 2010,   10,    4,   53, -34,713 -71,495  55,200   3,600   1,000    ,000   7,000
   15,    8, 2010,   10,    1,   20, -20,937 -68,371 206,200   3,800   1,000    ,000   7,000
   15,    8, 2010,    8,   33,   16, -34,004 -72,131   7,400   3,100   1,000    ,000   7,000
   15,    8, 2010,    8,   19,   28, -34,656 -71,580  44,700   3,900   1,000    ,000   7,000
   15,    8, 2010,    8,    1,   19, -33,150 -70,442 102,400   4,300   1,000    ,000   7,000
   15,    8, 2010,    7,   34,   20, -36,948 -71,205   8,100   3,700   1,000    ,000   7,000
   15,    8, 2010,    6,   40,   21, -34,343 -72,163  28,000   4,300   1,000    ,000   7,000
   15,    8, 2010,    6,   34,   38, -24,029 -67,638 239,900   4,700   1,000    ,000   7,000
   15,    8, 2010,    5,    3,   30, -36,934 -71,227  26,400   4,000   1,000    ,000   7,000
   15,    8, 2010,    4,   28,   30, -22,534 -68,613 120,500   3,100   1,000    ,000   7,000
   15,    8, 2010,    4,   27,   56, -36,988 -71,178  12,200   3,100   1,000    ,000   7,000
   15,    8, 2010,    3,   50,   36, -36,975 -71,337  32,700   5,500   1,000    ,000   7,000
   15,    8, 2010,    3,   50,   36, -36,975 -71,337  32,700   5,500   1,000    ,000   7,000
   15,    8, 2010,    0,   51,   46, -19,378 -67,914 200,600   5,000   1,000    ,000   7,000
   15,    8, 2010,    0,   40,   59, -35,280 -71,944  11,000   3,200   1,000    ,000   7,000
