   20,    8, 2010,   22,   11,   19, -34,319 -72,047  24,900   2,800   1,000    ,000   7,000
   20,    8, 2010,   20,   57,   50, -34,654 -71,888  10,800   3,100   1,000    ,000   7,000
   20,    8, 2010,   19,   47,   37, -34,746 -71,770  41,000   3,700   1,000    ,000   7,000
   20,    8, 2010,   17,   25,   42, -20,313 -69,110 114,500   3,600   1,000    ,000   7,000
   20,    8, 2010,   17,   14,   20, -35,258 -72,461  28,500   3,900   1,000    ,000   7,000
   20,    8, 2010,   16,   47,    7, -34,056 -73,203  20,100   3,800   1,000    ,000   7,000
   20,    8, 2010,   15,   51,   39, -34,885 -71,797  36,400   4,100   1,000    ,000   7,000
   20,    8, 2010,   15,   51,   37, -34,773 -72,034  13,000   4,000   7,000    ,000   7,000
   20,    8, 2010,   14,   42,   19, -32,839 -71,935  10,300   3,200   1,000    ,000   7,000
   20,    8, 2010,   13,   26,   28, -36,808 -73,071  31,000   4,500   1,000    ,000   7,000
   20,    8, 2010,   12,   57,   14, -34,719 -72,047   6,600   3,000   1,000    ,000   7,000
   20,    8, 2010,   10,   40,   48, -34,768 -71,776  39,100   3,200   1,000    ,000   7,000
   20,    8, 2010,    7,   37,   11, -22,997 -69,213 107,500   3,500   1,000    ,000   7,000
   20,    8, 2010,    7,   24,   55, -35,181 -72,835  30,100   3,400   1,000    ,000   7,000
   20,    8, 2010,    4,   19,   50, -34,698 -71,792  40,900   3,800   1,000    ,000   7,000
   20,    8, 2010,    1,   38,   32, -34,638 -73,484  43,500   3,400   1,000    ,000   7,000
   20,    8, 2010,    0,   37,   37, -33,659 -71,223  45,000   2,900   1,000    ,000   7,000
