   13,    3, 2010,   22,   40,   40, -34,590 -71,862  30,000   4,800   1,000    ,000   7,000
   13,    3, 2010,   21,   22,   24, -34,727 -71,827  37,600   4,800   1,000    ,000   7,000
   13,    3, 2010,   21,   17,   14, -34,362 -72,034  11,800   4,600   1,000    ,000   7,000
   13,    3, 2010,   15,   26,    7, -34,388 -71,817  10,200   4,000   1,000    ,000   7,000
   13,    3, 2010,   12,   22,   35, -34,560 -71,747  36,400   5,200   1,000    ,000   7,000
   13,    3, 2010,    7,   34,   35, -37,562 -74,197   9,700   5,800   3,000    ,000   7,000
   13,    3, 2010,    4,   42,   24, -33,482 -71,855  41,000   4,200   1,000    ,000   7,000
   13,    3, 2010,    4,   12,    3, -34,392 -71,931   3,900   5,200   1,000    ,000   7,000
   13,    3, 2010,    4,    4,    4, -34,436 -72,112  12,000   4,000   1,000   3,900   6,000
   13,    3, 2010,    0,   19,    7, -36,725 -73,500  30,700   6,000   1,000    ,000   7,000
   13,    3, 2010,    0,   15,    1, -36,685 -73,612  15,000   5,900   1,000    ,000   7,000
