   11,    8, 2010,   23,   23,   59, -35,965 -73,364   6,700   3,200   1,000    ,000   7,000
   11,    8, 2010,   22,   38,   48, -22,466 -69,007 103,500   3,700   1,000    ,000   7,000
   11,    8, 2010,   21,   15,   28, -24,158 -71,004  64,000   3,300   1,000    ,000   7,000
   11,    8, 2010,   21,   11,   21, -32,311 -71,398  42,100   3,800   1,000    ,000   7,000
   11,    8, 2010,   18,   53,   20, -33,989 -72,172   8,600   3,400   1,000    ,000   7,000
   11,    8, 2010,   18,   11,   41, -33,628 -71,976   5,300   3,300   1,000    ,000   7,000
   11,    8, 2010,   17,   29,   17, -34,748 -71,800  38,200   3,000   1,000    ,000   7,000
   11,    8, 2010,   17,   12,   58, -34,524 -71,968  37,600   3,000   1,000    ,000   7,000
   11,    8, 2010,   16,   59,   18, -34,791 -72,172  22,700   3,400   1,000    ,000   7,000
   11,    8, 2010,   13,    7,   45, -34,712 -72,035  19,400   4,200   1,000    ,000   7,000
   11,    8, 2010,   10,   30,   30, -37,405 -74,176  37,500   4,400   1,000    ,000   7,000
   11,    8, 2010,    9,   11,   11, -33,812 -72,275  21,400   3,400   1,000    ,000   7,000
   11,    8, 2010,    7,   44,   10, -35,323 -73,074  11,900   4,200   1,000    ,000   7,000
   11,    8, 2010,    5,    9,   33, -35,978 -73,529  40,700   3,100   1,000    ,000   7,000
   11,    8, 2010,    3,   48,   49, -31,899 -70,170 111,600   3,400   1,000    ,000   7,000
   11,    8, 2010,    1,   34,   38, -22,564 -70,340  33,400   3,100   1,000    ,000   7,000
