   17,    3, 2010,   23,   57,   28, -36,511 -73,183  28,100   5,500   1,000    ,000   7,000
   17,    3, 2010,   22,   49,   16, -33,917 -71,491  38,300   3,400   1,000    ,000   7,000
   17,    3, 2010,   20,   52,   29, -36,896 -73,120  35,000   4,800   1,000    ,000   7,000
   17,    3, 2010,   18,    4,    6, -34,532 -71,863  12,900   4,900   1,000    ,000   7,000
   17,    3, 2010,   17,   39,   13, -44,181 -72,649   3,000   3,300   1,000    ,000   7,000
   17,    3, 2010,   17,   18,    4, -34,440 -71,994  13,900   3,600   1,000    ,000   7,000
   17,    3, 2010,   17,   10,   18, -33,855 -70,174 115,600   4,500   1,000    ,000   7,000
   17,    3, 2010,   17,    0,    4, -36,754 -73,324  44,200   5,200   1,000    ,000   7,000
   17,    3, 2010,   15,   38,   29, -44,130 -72,923   9,700   5,000   1,000    ,000   7,000
   17,    3, 2010,   15,   15,   55, -34,002 -71,406  45,900   3,300   1,000    ,000   7,000
   17,    3, 2010,   14,   41,    5, -44,112 -72,805   8,000   3,300   1,000    ,000   7,000
   17,    3, 2010,   10,   54,   44, -21,091 -69,638  83,800   4,100   1,000    ,000   7,000
   17,    3, 2010,    8,   10,   36, -35,266 -71,971  18,900   4,200   1,000    ,000   7,000
   17,    3, 2010,    0,   16,   41, -35,846 -72,061  55,300   4,000   1,000    ,000   7,000
