   16,    8, 2010,   22,   27,   52, -36,192 -73,521  23,200   3,300   1,000    ,000   7,000
   16,    8, 2010,   21,   22,   32, -33,620 -72,087  25,100   3,400   1,000    ,000   7,000
   16,    8, 2010,   19,   47,   26, -37,216 -72,833  47,800   3,700   1,000    ,000   7,000
   16,    8, 2010,   19,   26,   51, -33,672 -72,075  32,800   3,200   1,000    ,000   7,000
   16,    8, 2010,   19,   23,   59, -33,681 -72,057  37,400   3,600   1,000    ,000   7,000
   16,    8, 2010,   19,   15,   18, -33,633 -72,098  28,700   3,700   1,000    ,000   7,000
   16,    8, 2010,   18,   21,   21, -34,733 -72,071  39,900   3,000   1,000    ,000   7,000
   16,    8, 2010,   17,   29,   25, -23,083 -67,503 263,700   3,400   1,000    ,000   7,000
   16,    8, 2010,   16,    5,    9, -33,964 -72,208   3,200   3,000   1,000    ,000   7,000
   16,    8, 2010,   15,   49,   13, -38,085 -74,023  28,100   4,900   1,000    ,000   7,000
   16,    8, 2010,   15,   14,   10, -33,669 -72,017  30,000   3,500   1,000    ,000   7,000
   16,    8, 2010,   14,   37,   58, -33,585 -71,888  10,600   4,200   1,000    ,000   7,000
   16,    8, 2010,   14,   14,   40, -33,672 -72,035   6,800   3,800   1,000    ,000   7,000
   16,    8, 2010,   13,   50,    1, -34,289 -73,268  43,300   3,800   1,000    ,000   7,000
   16,    8, 2010,   13,   16,   22, -20,505 -69,073 126,500   4,800   1,000    ,000   7,000
   16,    8, 2010,   10,   57,   43, -22,452 -68,757 106,200   3,000   1,000    ,000   7,000
   16,    8, 2010,    9,   39,   49, -20,328 -70,323  50,700   3,600   1,000    ,000   7,000
   16,    8, 2010,    7,    9,   30, -35,805 -73,385  17,600   3,800   1,000    ,000   7,000
   16,    8, 2010,    6,   30,   32, -34,261 -72,144  21,400   3,100   1,000    ,000   7,000
   16,    8, 2010,    5,   58,   11, -33,129 -70,112 117,000   3,600   1,000    ,000   7,000
   16,    8, 2010,    5,   32,   59, -20,077 -69,314 102,900   3,900   1,000    ,000   7,000
   16,    8, 2010,    3,   54,   16, -35,064 -72,562   8,100   3,300   1,000    ,000   7,000
   16,    8, 2010,    2,   14,   36, -34,739 -71,776  38,800   3,300   1,000    ,000   7,000
   16,    8, 2010,    0,   54,   13, -23,022 -67,328 238,700   4,300   1,000    ,000   7,000
