   25,    8, 2010,   23,   38,   30, -35,234 -72,112   7,300   3,600   1,000    ,000   7,000
   25,    8, 2010,   21,   52,   12, -34,666 -73,189  34,600   4,700   1,000    ,000   7,000
   25,    8, 2010,   21,   52,   12, -34,666 -73,189  34,600   4,700   1,000    ,000   7,000
   25,    8, 2010,   19,   40,   22, -35,219 -72,171   8,800   4,200   1,000    ,000   7,000
   25,    8, 2010,   18,   34,   56, -38,011 -73,082  15,000   4,800   1,000    ,000   7,000
   25,    8, 2010,   18,    1,   39, -21,749 -68,643 112,900   3,200   1,000    ,000   7,000
   25,    8, 2010,   15,   52,   56, -22,697 -69,288  78,300   3,700   1,000    ,000   7,000
   25,    8, 2010,   12,   57,   50, -33,804 -71,677  39,000   3,800   1,000    ,000   7,000
   25,    8, 2010,   12,   17,   28, -21,141 -68,953 117,900   3,500   1,000    ,000   7,000
   25,    8, 2010,   11,   41,    9, -34,584 -72,150  24,500   3,300   1,000    ,000   7,000
   25,    8, 2010,    9,   14,   36, -35,076 -72,275  34,200   4,600   1,000    ,000   7,000
   25,    8, 2010,    8,    2,   37, -22,704 -69,184  76,900   5,200   1,000    ,000   7,000
   25,    8, 2010,    7,   36,   36, -27,176 -70,973  35,100   4,100   1,000    ,000   7,000
   25,    8, 2010,    6,   46,   40, -36,242 -73,601  34,000   4,200   1,000    ,000   7,000
   25,    8, 2010,    5,   51,   47, -31,810 -68,540  11,600   4,200   1,000    ,000   7,000
   25,    8, 2010,    3,   42,   13, -34,227 -71,775  37,800   2,800   1,000    ,000   7,000
   25,    8, 2010,    1,    3,   45, -32,298 -71,850  14,900   3,900   1,000    ,000   7,000
