   día   mes año      hora min   seg   lat    long     prof   magnitud1 tipo1 magnitud2 tipo2
   17.    8. 2010.   13.   38.   30. -35.943 -72.686  26.000   3.500   1.000    .000   7.000
   17.    8. 2010.   13.    1.   39. -33.792 -72.078   6.900   3.500   1.000    .000   7.000
   17.    8. 2010.   11.   56.   17. -22.777 -67.050 272.600   4.800   1.000    .000   7.000
   17.    8. 2010.   10.   30.   15. -34.975 -72.002  28.700   3.900   1.000    .000   7.000
   17.    8. 2010.    9.   40.   13. -37.103 -74.106  32.000   4.500   1.000    .000   7.000
   17.    8. 2010.    8.   51.    1. -33.891 -72.483   8.800   3.800   1.000    .000   7.000
   17.    8. 2010.    6.    8.   48. -35.039 -72.915  37.100   3.000   1.000    .000   7.000
   17.    8. 2010.    3.   53.   13. -34.579 -71.846  11.600   4.500   1.000    .000   7.000
   17.    8. 2010.    2.   42.   57. -38.397 -73.846  14.700   4.400   1.000    .000   7.000
   17.    8. 2010.    2.    9.    9. -34.573 -71.954   6.900   3.700   1.000    .000   7.000
   17.    8. 2010.    1.   25.   43. -32.033 -71.418  46.000   3.600   1.000    .000   7.000
   17.    8. 2010.    0.   57.   17. -33.989 -72.211   4.300   3.000   1.000    .000   7.000
   16.    8. 2010.   22.   27.   52. -36.192 -73.521  23.200   3.300   1.000    .000   7.000
   16.    8. 2010.   21.   22.   32. -33.620 -72.087  25.100   3.400   1.000    .000   7.000
   16.    8. 2010.   19.   47.   26. -37.216 -72.833  47.800   3.700   1.000    .000   7.000
   16.    8. 2010.   19.   26.   51. -33.672 -72.075  32.800   3.200   1.000    .000   7.000
   16.    8. 2010.   19.   23.   59. -33.681 -72.057  37.400   3.600   1.000    .000   7.000
   16.    8. 2010.   19.   15.   18. -33.633 -72.098  28.700   3.700   1.000    .000   7.000
   16.    8. 2010.   18.   21.   21. -34.733 -72.071  39.900   3.000   1.000    .000   7.000
   16.    8. 2010.   17.   29.   25. -23.083 -67.503 263.700   3.400   1.000    .000   7.000
   16.    8. 2010.   16.    5.    9. -33.964 -72.208   3.200   3.000   1.000    .000   7.000
   16.    8. 2010.   15.   49.   13. -38.085 -74.023  28.100   4.900   1.000    .000   7.000
   16.    8. 2010.   15.   14.   10. -33.669 -72.017  30.000   3.500   1.000    .000   7.000
   16.    8. 2010.   14.   37.   58. -33.585 -71.888  10.600   4.200   1.000    .000   7.000
   16.    8. 2010.   14.   14.   40. -33.672 -72.035   6.800   3.800   1.000    .000   7.000
   16.    8. 2010.   13.   50.    1. -34.289 -73.268  43.300   3.800   1.000    .000   7.000
   16.    8. 2010.   13.   16.   22. -20.505 -69.073 126.500   4.800   1.000    .000   7.000
   16.    8. 2010.   10.   57.   43. -22.452 -68.757 106.200   3.000   1.000    .000   7.000
   16.    8. 2010.    9.   39.   49. -20.328 -70.323  50.700   3.600   1.000    .000   7.000
   16.    8. 2010.    7.    9.   30. -35.805 -73.385  17.600   3.800   1.000    .000   7.000
   16.    8. 2010.    6.   30.   32. -34.261 -72.144  21.400   3.100   1.000    .000   7.000
   16.    8. 2010.    5.   58.   11. -33.129 -70.112 117.000   3.600   1.000    .000   7.000
   16.    8. 2010.    5.   32.   59. -20.077 -69.314 102.900   3.900   1.000    .000   7.000
   16.    8. 2010.    3.   54.   16. -35.064 -72.562   8.100   3.300   1.000    .000   7.000
   16.    8. 2010.    2.   14.   36. -34.739 -71.776  38.800   3.300   1.000    .000   7.000
   16.    8. 2010.    0.   54.   13. -23.022 -67.328 238.700   4.300   1.000    .000   7.000
   15.    8. 2010.   19.   22.   58. -21.811 -68.616 144.900   3.600   1.000    .000   7.000
   15.    8. 2010.   17.   54.   19. -34.016 -72.301  14.300   3.100   1.000    .000   7.000
   15.    8. 2010.   17.   17.   43. -36.305 -72.572  38.600   3.800   1.000    .000   7.000
   15.    8. 2010.   15.   10.   12. -34.729 -71.762  40.600   2.900   1.000    .000   7.000
   15.    8. 2010.   14.   45.   19. -34.258 -72.210  21.600   3.100   1.000    .000   7.000
   15.    8. 2010.   14.    0.   54. -35.225 -73.795    .000   3.400   1.000    .000   7.000
   15.    8. 2010.   13.   26.   38. -34.719 -72.024   7.500   3.200   1.000    .000   7.000
   15.    8. 2010.   12.   24.    7. -34.749 -72.076   6.400   3.800   1.000    .000   7.000
   15.    8. 2010.   11.   29.   15. -37.988 -73.091  35.100   3.800   1.000    .000   7.000
   15.    8. 2010.   10.   19.   17. -34.706 -71.494  54.300   3.100   1.000    .000   7.000
   15.    8. 2010.   10.    4.   53. -34.713 -71.495  55.200   3.600   1.000    .000   7.000
   15.    8. 2010.   10.    1.   20. -20.937 -68.371 206.200   3.800   1.000    .000   7.000
   15.    8. 2010.    8.   33.   16. -34.004 -72.131   7.400   3.100   1.000    .000   7.000
   15.    8. 2010.    8.   19.   28. -34.656 -71.580  44.700   3.900   1.000    .000   7.000
   15.    8. 2010.    8.    1.   19. -33.150 -70.442 102.400   4.300   1.000    .000   7.000
   15.    8. 2010.    7.   34.   20. -36.948 -71.205   8.100   3.700   1.000    .000   7.000
   15.    8. 2010.    6.   40.   21. -34.343 -72.163  28.000   4.300   1.000    .000   7.000
   15.    8. 2010.    6.   34.   38. -24.029 -67.638 239.900   4.700   1.000    .000   7.000
   15.    8. 2010.    5.    3.   30. -36.934 -71.227  26.400   4.000   1.000    .000   7.000
   15.    8. 2010.    4.   28.   30. -22.534 -68.613 120.500   3.100   1.000    .000   7.000
   15.    8. 2010.    4.   27.   56. -36.988 -71.178  12.200   3.100   1.000    .000   7.000
   15.    8. 2010.    3.   50.   36. -36.975 -71.337  32.700   5.500   1.000    .000   7.000
   15.    8. 2010.    3.   50.   36. -36.975 -71.337  32.700   5.500   1.000    .000   7.000
   15.    8. 2010.    0.   51.   46. -19.378 -67.914 200.600   5.000   1.000    .000   7.000
   15.    8. 2010.    0.   40.   59. -35.280 -71.944  11.000   3.200   1.000    .000   7.000
   14.    8. 2010.   22.   39.   42. -24.214 -67.728 220.400   3.700   1.000    .000   7.000
   14.    8. 2010.   21.   35.    7. -35.098 -72.974  28.900   3.600   1.000    .000   7.000
   14.    8. 2010.   21.    7.   46. -20.799 -69.337 109.900   4.000   1.000    .000   7.000
   14.    8. 2010.   19.   16.   58. -34.729 -71.758  42.000   3.300   1.000    .000   7.000
   14.    8. 2010.   15.    7.   38. -21.796 -68.683 128.500   3.800   1.000    .000   7.000
   14.    8. 2010.   15.    4.    7. -11.664 -55.857  20.000   4.900   7.000    .000   7.000
   14.    8. 2010.   11.   23.   32. -33.932 -71.505  28.100   3.800   1.000    .000   7.000
   14.    8. 2010.   10.   46.   25. -34.150 -72.378   9.700   4.000   1.000    .000   7.000
   14.    8. 2010.   10.   40.   21. -34.742 -71.807  41.900   4.600   1.000    .000   7.000
   14.    8. 2010.   10.   11.   10. -20.290 -69.614 122.800   3.800   1.000    .000   7.000
   14.    8. 2010.   10.    2.   34. -34.534 -71.950   3.300   3.400   1.000    .000   7.000
   14.    8. 2010.    9.   48.    2. -36.969 -72.823  37.900   3.200   1.000    .000   7.000
   14.    8. 2010.    9.   30.   56. -34.148 -72.345   7.100   4.000   1.000    .000   7.000
   14.    8. 2010.    6.   45.   31. -22.558 -66.891 271.800   4.400   1.000    .000   7.000
   14.    8. 2010.    4.    1.   26. -34.742 -72.199  23.500   3.000   1.000    .000   7.000
   14.    8. 2010.    3.    9.   44. -34.291 -72.188  23.100   3.200   1.000    .000   7.000
   14.    8. 2010.    1.    1.   36. -34.783 -71.815  36.600   3.100   1.000    .000   7.000
   14.    8. 2010.    1.    1.   34. -20.666 -69.064 107.800   3.300   1.000    .000   7.000
   13.    8. 2010.   22.   32.    5. -23.950 -67.453 238.900   4.900   1.000    .000   7.000
   13.    8. 2010.   19.   34.   40. -35.801 -73.806  32.800   4.100   1.000    .000   7.000
   13.    8. 2010.   17.   41.   28. -36.227 -73.648  30.900   4.000   1.000    .000   7.000
   13.    8. 2010.   14.   14.   40. -33.408 -71.603  22.500   3.500   1.000    .000   7.000
   13.    8. 2010.   12.   29.   46. -21.238 -68.996 119.400   3.600   1.000    .000   7.000
   13.    8. 2010.   12.    4.   36. -29.347 -68.286 149.100   4.300   1.000    .000   7.000
   13.    8. 2010.    9.   30.   31. -34.465 -71.878   8.300   3.400   1.000    .000   7.000
   13.    8. 2010.    4.   14.   26. -34.275 -72.525  22.600   3.500   1.000    .000   7.000
   13.    8. 2010.    4.   10.   54. -35.604 -73.222  12.600   3.400   1.000    .000   7.000
   13.    8. 2010.    4.    0.   27. -34.432 -72.040  19.200   3.000   1.000    .000   7.000
   13.    8. 2010.    0.   37.   37. -35.061 -71.915  35.200   3.200   1.000    .000   7.000
   13.    8. 2010.    0.    6.   59. -37.086 -73.429  17.600   4.800   1.000    .000   7.000
   12.    8. 2010.   22.   15.   39. -34.784 -71.745  43.300   3.600   1.000    .000   7.000
   12.    8. 2010.   21.   33.   46. -34.404 -71.950   5.000   1.400   1.000    .000   7.000
   12.    8. 2010.   16.   57.    7. -32.677 -71.763  34.600   3.900   1.000    .000   7.000
   12.    8. 2010.   15.   22.   36. -36.830 -72.843  43.500   3.200   1.000    .000   7.000
   12.    8. 2010.   14.    3.   53. -28.317 -70.870  67.300   3.600   1.000    .000   7.000
   12.    8. 2010.   12.   38.   15. -35.708 -73.138   8.700   3.300   1.000    .000   7.000
   12.    8. 2010.   10.   43.   43. -36.993 -73.335  23.400   3.900   1.000    .000   7.000
   12.    8. 2010.   10.   42.   25. -33.509 -72.279  33.900   3.600   1.000    .000   7.000
   12.    8. 2010.   10.   37.    4. -36.518 -72.963  12.800   3.400   1.000    .000   7.000
   12.    8. 2010.    5.   16.   28. -34.452 -71.979  13.600   3.800   1.000    .000   7.000
   12.    8. 2010.    1.   32.   57. -23.887 -67.416 226.700   3.900   1.000    .000   7.000
   11.    8. 2010.   23.   23.   59. -35.965 -73.364   6.700   3.200   1.000    .000   7.000
   11.    8. 2010.   22.   38.   48. -22.466 -69.007 103.500   3.700   1.000    .000   7.000
   11.    8. 2010.   21.   15.   28. -24.158 -71.004  64.000   3.300   1.000    .000   7.000
   11.    8. 2010.   21.   11.   21. -32.311 -71.398  42.100   3.800   1.000    .000   7.000
   11.    8. 2010.   18.   53.   20. -33.989 -72.172   8.600   3.400   1.000    .000   7.000
   11.    8. 2010.   18.   11.   41. -33.628 -71.976   5.300   3.300   1.000    .000   7.000
   11.    8. 2010.   17.   29.   17. -34.748 -71.800  38.200   3.000   1.000    .000   7.000
   11.    8. 2010.   17.   12.   58. -34.524 -71.968  37.600   3.000   1.000    .000   7.000
   11.    8. 2010.   16.   59.   18. -34.791 -72.172  22.700   3.400   1.000    .000   7.000
   11.    8. 2010.   13.    7.   45. -34.712 -72.035  19.400   4.200   1.000    .000   7.000
   11.    8. 2010.   10.   30.   30. -37.405 -74.176  37.500   4.400   1.000    .000   7.000
   11.    8. 2010.    9.   11.   11. -33.812 -72.275  21.400   3.400   1.000    .000   7.000
   11.    8. 2010.    7.   44.   10. -35.323 -73.074  11.900   4.200   1.000    .000   7.000
   11.    8. 2010.    5.    9.   33. -35.978 -73.529  40.700   3.100   1.000    .000   7.000
   11.    8. 2010.    3.   48.   49. -31.899 -70.170 111.600   3.400   1.000    .000   7.000
   11.    8. 2010.    1.   34.   38. -22.564 -70.340  33.400   3.100   1.000    .000   7.000
   10.    8. 2010.   23.   56.    3. -34.064 -72.184  12.400   4.000   1.000    .000   7.000
   10.    8. 2010.   23.    6.   18. -34.626 -73.484  34.000   3.700   1.000    .000   7.000
   10.    8. 2010.   22.    6.    3. -31.467 -69.598 138.500   4.400   1.000    .000   7.000
   10.    8. 2010.   19.    8.   15. -23.182 -69.853  43.600   3.500   1.000    .000   7.000
   10.    8. 2010.   16.   17.    7. -19.849 -69.057  50.000   3.500   7.000    .000   7.000
   10.    8. 2010.   16.   17.    3. -20.011 -68.961  31.700   4.000   1.000    .000   7.000
   10.    8. 2010.   15.   42.   17. -34.013 -72.614  30.700   3.800   1.000    .000   7.000
   10.    8. 2010.   14.   22.   23. -20.819 -68.865 142.600   4.100   1.000    .000   7.000
   10.    8. 2010.    8.   20.   19. -34.677 -72.027  20.600   4.000   1.000    .000   7.000
   10.    8. 2010.    8.   17.    0. -31.766 -67.689   4.900   4.900   1.000    .000   7.000
   10.    8. 2010.    5.   57.   54. -32.605 -71.715  31.300   3.100   1.000    .000   7.000
   10.    8. 2010.    4.   40.   21. -34.946 -72.437  28.100   4.000   1.000    .000   7.000
    9.    8. 2010.   23.   29.    3. -37.844 -74.431  36.400   4.000   1.000    .000   7.000
    9.    8. 2010.   20.   42.   42. -34.579 -72.528  27.400   3.000   1.000    .000   7.000
    9.    8. 2010.   14.   31.   19. -34.375 -72.546  21.600   3.500   1.000    .000   7.000
    9.    8. 2010.   14.   15.   17. -32.790 -71.982  29.700   4.100   1.000    .000   7.000
    9.    8. 2010.   13.   41.   17. -34.382 -72.569  28.700   4.000   1.000    .000   7.000
    9.    8. 2010.   12.    5.   38. -32.885 -71.952  28.700   4.700   1.000    .000   7.000
    9.    8. 2010.   11.   51.    2. -37.729 -73.393  47.800   5.300   1.000    .000   7.000
    9.    8. 2010.   10.   25.   57. -37.415 -73.070  42.500   4.500   1.000    .000   7.000
    9.    8. 2010.    8.   13.   43. -38.717 -73.149  38.700   5.400   1.000    .000   7.000
    9.    8. 2010.    4.    3.   29. -31.799 -69.543 158.600   3.800   1.000    .000   7.000
    9.    8. 2010.    1.   36.   29. -36.726 -73.449   3.600   4.000   1.000    .000   7.000
    8.    8. 2010.   20.   52.    3. -37.743 -73.391  40.700   4.100   1.000    .000   7.000
    8.    8. 2010.   20.   38.   28. -19.501 -71.016  49.300   4.500   1.000    .000   7.000
    8.    8. 2010.   20.   15.   57. -34.757 -71.795  37.600   3.000   1.000    .000   7.000
    8.    8. 2010.   19.   49.    9. -34.018 -71.371  46.600   3.300   1.000    .000   7.000
    8.    8. 2010.   19.    0.    3. -19.708 -69.450 102.000   3.300   1.000    .000   7.000
    8.    8. 2010.   14.   57.   21. -34.753 -72.575  31.700   3.300   1.000    .000   7.000
    8.    8. 2010.   12.   58.    1. -33.973 -73.185  23.700   3.700   1.000    .000   7.000
    8.    8. 2010.   12.   38.   56. -22.527 -70.330  36.400   3.500   1.000    .000   7.000
    8.    8. 2010.   11.   32.   23. -34.992 -73.993  20.700   4.400   1.000    .000   7.000
    8.    8. 2010.    9.   46.    9. -34.686 -71.941   9.300   4.000   1.000    .000   7.000
    8.    8. 2010.    9.   38.    2. -22.778 -66.571 270.000   4.900   1.000    .000   7.000
    8.    8. 2010.    2.   29.   43. -34.817 -72.611   3.800   3.400   1.000    .000   7.000
    8.    8. 2010.    2.   11.   38. -34.934 -71.816  45.300   3.100   1.000    .000   7.000
    7.    8. 2010.   23.   35.   40. -34.741 -72.514  15.000   3.800   1.000    .000   7.000
    7.    8. 2010.   20.    5.    7. -23.672 -69.323  90.300   4.300   1.000    .000   7.000
    7.    8. 2010.   18.   50.    6. -37.226 -73.806   5.300   4.500   1.000    .000   7.000
    7.    8. 2010.   15.   47.    4. -20.336 -69.971  46.200   3.400   1.000    .000   7.000
    7.    8. 2010.   12.   19.    2. -35.282 -73.059   1.600   3.800   1.000    .000   7.000
    7.    8. 2010.   10.   34.   58. -32.875 -71.587  25.400   3.100   1.000    .000   7.000
    7.    8. 2010.    8.   30.   52. -21.280 -68.778 140.200   4.900   1.000    .000   7.000
    7.    8. 2010.    7.    5.    1. -31.966 -69.769 114.600   3.400   1.000    .000   7.000
    7.    8. 2010.    2.    6.    9. -36.777 -73.405  30.700   3.500   1.000    .000   7.000
    7.    8. 2010.    1.   58.   47. -36.740 -73.390  25.000   3.900   1.000    .000   7.000
    6.    8. 2010.   17.   24.   41. -34.594 -72.935  38.300   3.800   1.000    .000   7.000
    6.    8. 2010.   17.    5.   28. -38.308 -73.313  40.100   5.200   1.000    .000   7.000
    6.    8. 2010.   12.   42.    1. -34.684 -71.938   9.600   3.600   1.000    .000   7.000
    6.    8. 2010.   11.   15.   51. -35.104 -72.599  17.900   4.800   1.000    .000   7.000
    6.    8. 2010.    8.   41.   20. -22.903 -70.447  29.100   3.100   1.000    .000   7.000
    6.    8. 2010.    6.   50.   59. -34.810 -72.621  29.200   3.500   1.000    .000   7.000
    6.    8. 2010.    6.   48.   21. -34.582 -72.279  36.600   3.100   1.000    .000   7.000
    6.    8. 2010.    4.   45.   24. -36.460 -73.304   6.600   3.500   1.000    .000   7.000
    6.    8. 2010.    4.   23.   52. -35.036 -72.387  21.500   3.200   1.000    .000   7.000
    6.    8. 2010.    2.   58.   34. -37.709 -73.864  34.800   3.900   1.000    .000   7.000
    6.    8. 2010.    2.   40.    2. -33.753 -72.211  42.600   3.300   1.000    .000   7.000
    5.    8. 2010.   22.   52.    8. -35.222 -71.981  40.600   2.600   1.000    .000   7.000
    5.    8. 2010.   22.   22.   13. -30.106 -71.525  28.300   3.900   1.000    .000   7.000
    5.    8. 2010.   21.   22.   26. -33.963 -72.233  23.900   3.200   1.000    .000   7.000
    5.    8. 2010.   20.   56.   56. -35.916 -73.480  21.900   3.800   1.000    .000   7.000
    5.    8. 2010.   19.    6.   23. -34.523 -72.225  22.100   3.600   1.000    .000   7.000
    5.    8. 2010.   17.   11.   57. -36.483 -73.458  29.100   3.900   1.000    .000   7.000
    5.    8. 2010.   16.   35.   45. -20.104 -70.816  23.900   5.200   1.000    .000   7.000
    5.    8. 2010.   15.   19.   26. -23.833 -67.575 227.900   3.500   1.000    .000   7.000
    5.    8. 2010.   13.   49.   41. -37.562 -73.772  29.300   5.700   1.000    .000   7.000
    5.    8. 2010.   12.   56.   50. -37.000 -73.976  20.300   4.400   1.000    .000   7.000
    5.    8. 2010.   12.   50.   29. -34.844 -72.265  23.300   4.700   1.000    .000   7.000
    5.    8. 2010.   12.   16.   39. -35.102 -72.620  15.300   3.200   1.000    .000   7.000
    5.    8. 2010.    7.   45.    8. -34.065 -72.354   5.400   3.200   1.000    .000   7.000
    5.    8. 2010.    7.   29.   37. -37.465 -73.784  36.800   4.700   1.000    .000   7.000
    5.    8. 2010.    5.   16.   29. -37.276 -73.959  39.000   4.500   1.000    .000   7.000
    5.    8. 2010.    4.   31.   41. -35.802 -73.254  21.500   4.100   1.000    .000   7.000
    5.    8. 2010.    4.   15.   48. -34.514 -71.928  14.700   3.700   1.000    .000   7.000
    5.    8. 2010.    3.    0.   11. -37.392 -74.186  29.000   4.200   1.000    .000   7.000
    5.    8. 2010.    2.   55.   17. -37.540 -73.960   5.400   4.000   1.000    .000   7.000
    5.    8. 2010.    2.   50.   49. -37.503 -73.754  47.400   4.600   1.000    .000   7.000
    5.    8. 2010.    2.   38.   45. -37.240 -74.095  21.100   3.400   1.000    .000   7.000
    5.    8. 2010.    2.   27.   13. -37.531 -73.821  36.300   6.000   1.000    .000   7.000
    5.    8. 2010.    2.   21.   34. -37.344 -74.055   8.400   4.300   1.000    .000   7.000
    5.    8. 2010.    2.    1.   44. -37.420 -74.025  32.700   6.100   1.000    .000   7.000
    5.    8. 2010.    0.   52.   48. -17.692 -70.232 124.500   5.000   1.000    .000   7.000
    5.    8. 2010.    0.   41.   25. -32.672 -71.775  40.100   3.500   1.000    .000   7.000
    5.    8. 2010.    0.   33.    8. -32.586 -71.716  41.300   3.400   1.000    .000   7.000
    4.    8. 2010.   21.    1.   24. -36.014 -72.644  20.700   4.200   1.000    .000   7.000
    4.    8. 2010.   17.   53.   38. -34.044 -72.231   9.500   3.000   1.000    .000   7.000
    4.    8. 2010.   17.    9.   13. -34.232 -72.330  15.000   4.700   1.000    .000   7.000
    4.    8. 2010.   16.   32.   12. -34.052 -72.190  10.200   3.000   1.000    .000   7.000
    4.    8. 2010.   13.   14.   25. -31.684 -70.465  34.500   3.700   1.000    .000   7.000
    4.    8. 2010.   12.   52.   29. -28.420 -70.414 104.400   3.100   1.000    .000   7.000
    4.    8. 2010.   11.   34.   20. -36.788 -74.068  26.700   5.200   1.000    .000   7.000
    4.    8. 2010.    9.   37.   44. -24.103 -69.676 102.700   4.200   1.000    .000   7.000
    4.    8. 2010.    9.   36.   48. -34.589 -72.017   7.800   3.600   1.000    .000   7.000
    4.    8. 2010.    3.   53.   37. -33.274 -70.850  75.900   3.500   1.000    .000   7.000
    4.    8. 2010.    0.   24.   39. -23.703 -67.477 248.300   5.600   1.000    .000   7.000
    4.    8. 2010.    0.   11.   18. -34.777 -71.808  42.200   3.600   1.000    .000   7.000
    3.    8. 2010.   23.   48.   32. -36.433 -73.591  28.400   4.000   1.000    .000   7.000
    3.    8. 2010.   22.   20.   59. -35.106 -71.917  43.800   3.800   1.000    .000   7.000
    3.    8. 2010.   21.   23.   48. -32.819 -71.840  37.900   4.000   1.000    .000   7.000
    3.    8. 2010.   16.   49.    5. -37.582 -73.629  15.600   4.000   1.000    .000   7.000
    3.    8. 2010.   13.   20.   21. -28.549 -71.329  48.700   3.700   1.000    .000   7.000
    3.    8. 2010.   10.    2.    8. -35.127 -71.851  46.600   3.400   1.000    .000   7.000
    3.    8. 2010.    9.   55.    4. -35.663 -72.244  38.600   3.300   1.000    .000   7.000
    3.    8. 2010.    9.   12.    0. -19.099 -69.048 120.000   4.100   1.000    .000   7.000
    3.    8. 2010.    8.   18.    3. -33.618 -72.021   9.000   3.400   1.000    .000   7.000
    3.    8. 2010.    4.   33.   39. -37.651 -73.773  53.500   3.900   1.000    .000   7.000
    3.    8. 2010.    4.   20.   34. -37.618 -74.084  47.300   4.500   1.000    .000   7.000
    3.    8. 2010.    1.   29.   16. -20.124 -70.646  40.800   5.200   1.000    .000   7.000
    2.    8. 2010.   22.   28.   16. -36.204 -73.736  29.300   4.400   1.000    .000   7.000
    2.    8. 2010.   20.   15.   37. -34.863 -72.691  33.000   3.800   1.000    .000   7.000
    2.    8. 2010.   10.   11.   12. -37.159 -72.865  40.100   3.800   1.000    .000   7.000
    2.    8. 2010.    8.   49.   20. -34.745 -71.831  35.300   3.200   1.000    .000   7.000
    2.    8. 2010.    4.    7.    9. -35.727 -72.685  20.100   3.700   1.000    .000   7.000
    2.    8. 2010.    2.   59.   55. -36.659 -72.955  32.500   4.400   1.000    .000   7.000
    2.    8. 2010.    0.   29.   36. -36.833 -74.060  23.800   4.100   1.000    .000   7.000
    1.    8. 2010.   23.   49.   42. -34.738 -72.098   9.100   3.900   1.000    .000   7.000
    1.    8. 2010.   21.   43.   31. -36.277 -72.612  37.800   3.700   1.000    .000   7.000
    1.    8. 2010.   18.   40.   59. -33.675 -71.788  35.100   3.800   1.000    .000   7.000
    1.    8. 2010.   16.   36.   18. -20.112 -70.723  39.600   4.900   1.000    .000   7.000
    1.    8. 2010.   14.   27.   30. -38.363 -73.665  47.300   4.200   1.000    .000   7.000
    1.    8. 2010.   14.   12.   21. -35.121 -71.816  49.100   3.200   1.000    .000   7.000
    1.    8. 2010.   14.   11.    3. -22.046 -70.063  19.000   3.200   1.000    .000   7.000
    1.    8. 2010.   10.   52.    4. -34.326 -72.366  20.100   3.700   1.000    .000   7.000
    1.    8. 2010.    4.    8.    7. -34.031 -72.329   8.400   4.200   1.000    .000   7.000
    1.    8. 2010.    3.   50.   58. -36.776 -73.233  23.400   4.000   1.000    .000   7.000
    1.    8. 2010.    2.   55.   55. -36.086 -73.447  30.800   4.300   1.000    .000   7.000
    1.    8. 2010.    2.   23.   41. -36.084 -73.439  26.700   3.500   1.000    .000   7.000
    1.    8. 2010.    2.   14.   44. -34.780 -72.712  40.200   3.200   1.000    .000   7.000
    1.    8. 2010.    2.    5.   39. -36.119 -73.420  23.800   4.800   1.000    .000   7.000
    1.    8. 2010.    1.   32.   33. -35.137 -71.144  88.500   3.100   1.000    .000   7.000
    1.    8. 2010.    0.   14.   59. -36.442 -73.281  18.200   3.600   1.000    .000   7.000
   31.    7. 2010.   23.   24.   36. -34.885 -72.411  23.200   3.000   1.000    .000   7.000
   31.    7. 2010.   23.   18.   26. -34.310 -72.427  10.100   3.600   1.000    .000   7.000
   31.    7. 2010.   16.   55.   39. -34.453 -72.276  25.100   3.100   1.000    .000   7.000
   31.    7. 2010.   15.   56.    8. -34.796 -72.872  22.500   3.200   1.000    .000   7.000
   31.    7. 2010.   15.   18.   40. -34.948 -72.624  15.000   3.000   1.000    .000   7.000
   31.    7. 2010.    9.    5.   46. -34.745 -71.783  33.800   3.000   1.000    .000   7.000
   31.    7. 2010.    7.   58.   59. -34.713 -72.062  11.800   3.200   1.000    .000   7.000
   31.    7. 2010.    0.    2.   52. -34.762 -71.777  43.400   3.200   1.000    .000   7.000
   30.    7. 2010.   23.    2.   47. -31.296 -68.868  40.400   4.100   1.000    .000   7.000
   30.    7. 2010.   22.   52.   16. -35.410 -73.236  25.100   3.700   1.000    .000   7.000
   30.    7. 2010.   22.   38.    2. -34.686 -71.641  45.900   4.300   1.000    .000   7.000
   30.    7. 2010.   20.   28.   52. -35.014 -72.316  21.100   3.800   1.000    .000   7.000
   30.    7. 2010.    8.   10.   54. -37.430 -73.648  15.900   5.100   1.000    .000   7.000
   29.    7. 2010.   19.   28.   51. -39.049 -73.057  24.100   3.800   1.000    .000   7.000
   29.    7. 2010.   15.    5.   34. -23.805 -67.267 239.900   4.800   1.000    .000   7.000
   29.    7. 2010.   12.   57.   37. -39.054 -73.105  30.500   4.000   1.000    .000   7.000
   29.    7. 2010.    6.    4.   46. -39.001 -73.592  35.500   5.000   1.000    .000   7.000
   29.    7. 2010.    4.   25.    2. -29.377 -71.122  42.100   3.700   1.000    .000   7.000
   29.    7. 2010.    4.    7.   49. -37.442 -72.902  55.300   4.200   1.000    .000   7.000
   27.    7. 2010.   20.   22.    9. -34.262 -72.228  30.600   4.400   1.000    .000   7.000
   27.    7. 2010.   14.   54.   19. -34.503 -72.072   9.100   4.200   1.000    .000   7.000
   27.    7. 2010.   10.   27.    7. -34.801 -71.814  43.000   4.300   1.000    .000   7.000
   27.    7. 2010.    9.   11.   12. -34.803 -71.736  44.200   4.100   1.000    .000   7.000
   26.    7. 2010.   21.   36.    6. -30.902 -71.843  35.400   4.100   1.000    .000   7.000
   26.    7. 2010.   13.   50.   15. -34.045 -72.074  11.900   4.100   1.000    .000   7.000
   26.    7. 2010.   13.   31.   31. -24.049 -67.510 201.900   6.200   1.000    .000   7.000
   26.    7. 2010.    9.   45.   53. -19.971 -69.192 102.500   4.600   1.000    .000   7.000
   26.    7. 2010.    5.   57.    7. -34.031 -72.337  15.200   3.700   1.000    .000   7.000
   24.    7. 2010.   17.   46.   36. -34.011 -72.313  23.500   4.800   1.000    .000   7.000
   23.    7. 2010.   21.   34.    3. -34.392 -71.942   5.400   3.800   1.000    .000   7.000
   23.    7. 2010.    9.   50.   56. -37.020 -73.546   9.300   5.100   1.000    .000   7.000
   22.    7. 2010.    9.   53.   39. -22.273 -70.625  28.600   3.800   1.000    .000   7.000
   22.    7. 2010.    7.   27.   47. -37.265 -72.804  41.900   4.400   1.000    .000   7.000
   21.    7. 2010.   10.   56.    7. -23.597 -69.473  91.800   5.300   1.000    .000   7.000
   20.    7. 2010.   22.   31.   44. -37.459 -73.455  30.100   4.200   1.000    .000   7.000
   20.    7. 2010.   18.   49.    1. -37.341 -73.972  42.900   5.400   1.000    .000   7.000
   20.    7. 2010.   15.    5.    1. -38.071 -73.638  15.400   4.200   1.000    .000   7.000
   18.    7. 2010.   21.    0.    4. -20.551 -70.466  40.300   5.000   1.000    .000   7.000
   18.    7. 2010.   18.   59.    4. -37.280 -73.844  18.300   5.000   1.000    .000   7.000
   17.    7. 2010.   23.   29.   37. -41.948 -73.839  45.000   5.100   1.000    .000   7.000
   17.    7. 2010.   22.   43.   43. -30.694 -71.355  44.100   4.800   1.000    .000   7.000
